# {"env_id": "HopperBulletEnv-v0", "t_start": 1587161614.5459487} 
r,l,t
193.114046,114,2628.83872
814.130054,539,2629.591873
611.590849,378,2630.115803
112.229497,72,2630.213881
210.686041,129,2630.392489
913.976378,568,2631.373316
1637.961087,1000,2632.73657
192.610918,113,2632.889149
485.973338,285,2633.266239
535.640211,320,2633.892378
294.36543,178,2634.127319
185.686372,115,2634.282677
1200.995506,735,2635.275465
281.247775,180,2635.531859
1130.047107,712,2636.511511
255.85675,161,2636.931005
929.573088,597,2637.764168
1576.210338,1000,2639.154452
1572.496119,1000,2640.725425
1037.842767,666,2641.62798
592.445819,373,2642.12723
1595.309026,1000,2643.718446
615.085567,375,2644.241023
634.256518,394,2644.773631
479.627616,308,2645.191418
445.001326,286,2645.798771
1592.113385,1000,2647.15356
1544.13726,1000,2648.529975
1551.795287,1000,2650.149487
963.185503,608,2650.984218
1587.558756,1000,2652.557689
1537.385238,1000,2653.944288
1596.081711,1000,2655.543126
1549.593002,1000,2656.978849
694.447649,405,2657.548083
931.406662,560,2658.541484
1511.691123,942,2659.920796
459.218168,287,2660.311367
1100.702418,701,2661.470419
506.482297,293,2661.886228
96.333843,63,2661.973007
1641.738575,1000,2663.352126
1674.121339,1000,2664.90451
554.144715,344,2665.389493
84.508478,56,2665.477448
151.877061,94,2665.626307
284.741123,151,2665.835696
1653.451789,1000,2667.416637
116.746901,75,2667.519287
80.655982,56,2667.597917
791.728134,451,2668.225325
307.059415,172,2668.463638
690.458159,413,2669.031451
108.865611,70,2669.127639
1013.573379,610,2669.980088
206.10431,116,2670.339354
1427.048603,827,2671.455697
141.399901,80,2671.564476
125.882569,81,2671.67871
258.352857,140,2671.875127
140.066632,84,2671.98782
392.948891,229,2672.293498
1000.143431,599,2673.313775
122.451982,76,2673.418602
269.773251,152,2673.638926
708.525432,407,2674.194156
121.007044,75,2674.296676
122.865836,79,2674.406209
369.864454,225,2674.724229
126.549889,72,2674.82285
328.139296,185,2675.078613
520.417464,307,2675.49929
403.643576,247,2675.841667
844.589942,488,2676.70945
516.810449,295,2677.114232
905.287923,542,2677.878411
135.419473,86,2677.998807
120.871801,69,2678.094079
352.324254,195,2678.361638
170.451017,94,2678.491638
545.98374,337,2678.956154
114.926988,64,2679.044726
236.962636,135,2679.425391
122.104391,76,2679.529714
356.144854,198,2679.808356
125.773021,74,2679.91034
265.618782,159,2680.131247
1669.877721,1000,2681.525214
219.864477,125,2681.703235
765.274802,436,2682.542798
172.055154,95,2682.689314
277.032459,156,2682.898041
192.393068,114,2683.052119
917.211632,529,2683.776487
327.558439,184,2684.029381
131.859284,79,2684.140429
178.578878,108,2684.291527
137.514443,77,2684.404393
121.90157,72,2684.505116
122.3529,72,2684.607119
85.179838,62,2684.690195
233.897572,142,2684.875583
163.220767,99,2685.008379
1097.582593,652,2686.13126
975.281573,558,2686.910562
1111.219469,664,2687.834932
126.67633,78,2687.940882
115.992153,72,2688.038886
114.270053,73,2688.137281
178.572355,101,2688.486997
523.888369,326,2688.958732
136.751734,79,2689.067461
319.88807,173,2689.304561
1265.130734,725,2690.318837
565.182925,337,2690.774105
324.429172,186,2691.033241
681.316392,389,2691.772316
884.791081,533,2692.501913
811.060334,464,2693.142608
791.760297,474,2693.814076
1688.553374,1000,2695.400984
1089.680515,640,2696.283903
371.710965,227,2696.598608
1211.476581,721,2697.808177
1610.330896,1000,2699.214247
663.649816,401,2699.768249
1682.047539,1000,2701.338968
259.177032,144,2701.537502
1497.351612,851,2702.725379
878.698495,517,2703.430505
1329.997754,779,2704.717377
140.088784,85,2704.837847
1656.251588,1000,2706.222541
192.23632,106,2706.372422
548.148346,330,2707.02575
1626.208867,1000,2708.4273
674.623318,399,2708.97858
480.375,306,2709.400861
593.574706,371,2710.118885
565.647677,350,2710.600523
1032.047324,635,2711.476473
497.904273,299,2711.872424
1584.114309,1000,2713.38754
396.422476,234,2713.71724
1635.847675,1000,2715.109235
393.068669,244,2715.439656
574.628939,355,2716.143163
1644.196969,1000,2717.60457
1620.785568,1000,2719.215891
1621.066171,1000,2720.67537
1617.583817,1000,2722.263815
924.882721,548,2723.011608
1620.159276,1000,2724.37899
1658.566581,1000,2726.002172
1625.793251,1000,2727.387634
1653.969347,1000,2728.98479
460.097382,290,2729.386523
1597.452739,1000,2730.802947
1601.707438,1000,2732.399051
135.906958,84,2732.515159
115.895451,77,2732.623731
1594.386417,1000,2734.015866
80.947145,51,2734.282059
1546.136231,1000,2735.677397
794.81693,519,2736.38622
1564.113798,971,2737.948037
1455.991781,936,2739.244968
1610.226908,1000,2740.83773
1125.883219,684,2741.786576
1178.520029,739,2742.802896
145.560495,84,2742.913174
1536.518443,1000,2744.489115
102.301972,68,2744.583238
139.13009,82,2744.696925
1616.821237,1000,2746.040716
1605.162479,1000,2747.618004
1066.499292,656,2748.520645
1586.917948,1000,2750.132154
797.011494,502,2750.824357
314.090042,193,2751.090732
1613.442099,1000,2752.643063
973.802893,583,2753.432212
943.994672,586,2754.249008
803.907579,478,2754.899889
319.53213,185,2755.155242
833.329026,489,2756.021627
1621.156487,983,2757.367296
1651.448389,1000,2758.959036
1617.824282,1000,2760.336267
1666.340979,1000,2761.917321
448.720251,273,2762.288038
1595.040138,1000,2763.666202
854.344895,540,2764.628345
478.301195,298,2765.03848
1622.94761,1000,2766.453377
1631.559355,1000,2768.008252
1603.733078,1000,2769.355852
1596.77033,956,2770.925812
891.180155,519,2771.653844
973.447554,561,2772.418506
285.518972,162,2772.640844
1722.289837,1000,2774.216325
1178.680555,690,2775.170463
321.021767,183,2775.417022
556.353369,330,2775.869585
847.479835,483,2776.75245
169.3845,96,2776.889433
281.367173,176,2777.16071
1746.080035,1000,2778.575518
1699.130671,1000,2780.250838
1000.529991,600,2781.10492
374.037933,216,2781.399369
509.014914,295,2781.801519
506.060476,289,2782.208332
1407.170874,824,2783.496468
1716.398222,1000,2784.863846
438.477682,267,2785.228857
1700.745833,1000,2786.852069
590.221856,340,2787.320149
199.341175,120,2787.490314
1721.268066,1000,2789.071767
1709.306669,1000,2790.474087
1108.017469,630,2791.334803
1708.290408,1000,2792.907144
1245.103436,740,2793.939594
201.461891,113,2794.093761
460.929177,273,2794.468639
962.959692,579,2795.481626
1651.015483,1000,2796.84911
414.763365,253,2797.19783
1697.039284,1000,2798.79056
1694.377984,1000,2800.12701
1087.6927,617,2801.169645
236.520104,135,2801.356852
731.423585,441,2801.978956
1643.920263,1000,2803.311684
1671.833143,1000,2804.885723
946.566011,581,2805.69939
1460.151414,896,2807.160793
1601.233698,1000,2808.536721
1566.555512,1000,2810.148971
1512.510806,1000,2811.551879
328.557072,207,2811.840151
148.489495,91,2811.96296
432.839717,274,2812.335432
1399.07413,862,2813.709953
1606.648249,1000,2815.061358
1611.333154,1000,2816.577772
696.792934,424,2817.139105
1639.086895,1000,2818.548019
1603.414748,1000,2820.136648
1240.078296,782,2821.232742
1604.291197,1000,2822.819763
618.717702,409,2823.394994
523.719448,347,2823.869333
465.583231,297,2824.279985
339.952026,217,2824.58436
1575.886618,1000,2826.161967
1564.897737,1000,2827.54492
501.006337,307,2827.966696
1382.871129,868,2829.355879
1558.83342,1000,2830.748823
1251.382832,775,2832.019596
1623.47989,1000,2833.410751
371.003841,218,2833.717762
1581.660773,1000,2835.299864
1551.319002,1000,2836.696932
1523.138204,1000,2838.394452
1502.275689,1000,2839.767231
1188.189063,756,2841.10441
1501.691748,1000,2842.506236
1514.688836,1000,2844.075822
1530.840249,1000,2845.435587
443.398237,280,2845.825437
332.636799,217,2846.14382
1553.131294,1000,2847.719936
1518.800507,1000,2849.102319
716.298621,457,2849.949493
317.464439,214,2850.273067
1521.783488,1000,2851.655281
1531.545758,1000,2853.168179
623.850178,402,2853.702476
1170.191865,764,2854.74161
1474.654333,976,2856.274835
307.444916,181,2856.528519
1551.384103,1000,2857.897485
1517.042174,1000,2859.478688
1494.733883,1000,2860.867137
1183.113734,774,2862.131217
1506.125014,1000,2863.499871
221.93963,167,2863.729473
383.956439,235,2864.051287
672.124574,426,2864.827602
583.70364,361,2865.317118
678.814129,426,2865.943354
543.540085,347,2866.420763
1574.525942,1000,2867.998169
1397.288893,1000,2869.370597
1446.617339,1000,2870.977249
1487.03325,1000,2872.380114
1459.314913,1000,2873.982026
156.336848,97,2874.117557
1104.842054,706,2875.093677
235.227692,147,2875.294756
460.77581,301,2875.707244
561.778831,367,2876.217674
224.45658,157,2876.432357
568.224627,392,2877.160288
894.867498,576,2877.935049
311.374953,201,2878.200885
144.678705,91,2878.329274
281.311141,197,2878.602767
224.648939,151,2878.81933
211.133497,149,2879.021251
677.278888,433,2879.591146
247.81997,155,2879.99295
277.567672,159,2880.205219
1508.568655,1000,2881.603027
268.778351,166,2881.84237
1523.880183,1000,2883.416222
111.321518,84,2883.532137
502.677918,313,2883.965038
289.779208,193,2884.238465
784.111839,492,2884.914972
665.341033,406,2885.466196
178.567389,116,2885.625005
1264.855619,816,2886.988023
168.088426,108,2887.138788
810.033334,534,2887.87909
275.981467,184,2888.134794
1330.791003,853,2889.466124
346.179415,195,2889.73124
211.536732,135,2889.936544
956.686051,595,2890.765748
762.661753,498,2891.447886
419.51348,264,2891.994401
1013.190758,632,2892.866296
392.976115,260,2893.236656
1560.611395,1000,2894.63205
966.602564,619,2895.660646
349.355786,218,2895.96157
1591.840317,1000,2897.351597
968.667206,602,2898.496291
236.624815,132,2898.685748
516.12964,305,2899.12921
578.685275,358,2899.632943
1617.285193,1000,2901.30189
123.549242,78,2901.427557
1545.947623,1000,2902.842084
1578.882469,1000,2904.412093
149.227252,89,2904.536927
1547.378666,1000,2905.91059
1536.565564,1000,2907.477913
304.18889,173,2907.725403
300.184825,175,2907.966711
141.033356,86,2908.088865
1576.184263,1000,2909.468628
246.965397,159,2909.688113
147.616608,90,2909.811917
1610.221827,1000,2911.400146
938.12959,600,2912.220697
527.38157,314,2912.663292
756.550422,479,2913.510384
1548.378404,1000,2914.907212
1562.517904,978,2916.449746
1602.979619,1000,2917.843361
1333.431459,833,2918.98257
685.319052,421,2919.746385
308.039587,196,2920.014462
460.468728,286,2920.40746
983.942253,580,2921.227416
815.096511,492,2921.904033
786.824719,462,2922.746053
232.836482,130,2922.925986
137.817869,76,2923.030684
743.668925,434,2923.633766
1235.417706,729,2924.649439
1614.166052,1000,2926.244903
831.306095,485,2926.901604
1601.994286,1000,2928.266673
1518.664509,909,2929.728332
1275.707443,774,2930.835456
1692.140999,1000,2932.469337
147.372074,90,2932.592291
110.327366,64,2932.685651
106.80794,66,2932.777283
240.520394,144,2932.972904
481.032784,276,2933.36012
1551.38074,917,2934.803314
1698.946305,1000,2936.158892
168.961929,99,2936.290279
162.417562,89,2936.411116
964.590883,548,2937.160855
154.037336,94,2937.291085
259.937264,142,2937.684771
958.63052,556,2938.486294
1271.147651,730,2939.496503
674.530025,391,2940.032086
142.11882,81,2940.142044
585.288215,327,2940.794545
309.7766,168,2941.030651
209.294599,115,2941.187816
1730.678635,1000,2942.580611
145.361601,84,2942.697892
1706.627535,1000,2944.240128
827.063947,480,2944.896762
230.548299,125,2945.065777
157.426715,95,2945.195212
211.68943,117,2945.356466
587.811684,347,2945.83929
259.169953,156,2946.068038
195.691899,108,2946.216069
550.664344,315,2946.851571
1754.201852,1000,2948.225008
910.829424,541,2948.982426
1033.642354,581,2949.999305
1329.236378,770,2951.056999
131.122469,76,2951.159334
465.078228,268,2951.526938
547.496947,316,2951.964876
374.703775,210,2952.249923
503.455963,278,2952.821383
189.064037,106,2952.962068
467.369061,270,2953.329962
1381.687681,785,2954.425392
117.419422,70,2954.522755
835.541321,475,2955.156372
256.00553,135,2955.340177
155.994449,93,2955.462862
309.719892,172,2955.895249
1032.273528,579,2956.669708
280.865072,155,2956.88794
1754.461969,1000,2958.275557
1133.363746,642,2959.426162
1295.430932,757,2960.468512
413.895605,232,2960.802846
1680.061379,1000,2962.466727
203.554603,108,2962.628814
797.789638,475,2963.277767
767.606412,455,2963.895228
203.265862,111,2964.044108
223.502333,136,2964.230586
121.858497,72,2964.332222
838.226561,516,2965.258924
1483.000305,883,2966.509701
214.629969,110,2966.66433
1674.794768,1000,2968.254549
1640.000859,953,2969.567372
1684.97509,1000,2971.149434
967.27579,569,2971.939896
907.011129,543,2972.688431
1674.388557,1000,2974.285897
1695.075141,1000,2975.670128
1693.724561,1000,2977.251151
1693.953541,1000,2978.655143
1348.563971,780,2979.728109
1702.519612,1000,2981.295753
1650.334833,1000,2982.733119
1611.530741,1000,2984.31119
662.765594,396,2984.856547
1614.797738,1000,2986.387911
1619.382151,1000,2987.75614
224.026626,122,2987.927584
454.463968,268,2988.296643
1616.50658,1000,2989.89027
1589.226802,1000,2991.25993
1595.279076,1000,2992.887133
1192.735668,714,2993.861361
308.617541,177,2994.109553
1529.80134,1000,2995.640589
1473.715616,1000,2997.0238
1541.490802,1000,2998.624099
898.046523,535,2999.339739
1538.06235,1000,3000.691895
1543.647438,1000,3002.238021
505.13861,293,3002.647891
1503.948708,1000,3004.05333
1442.334396,1000,3005.646677
1068.565386,700,3006.642578
314.874097,196,3006.918269
1464.692628,1000,3008.489841
1484.052551,1000,3009.896309
1519.524764,1000,3011.489496
1479.076226,1000,3012.883166
963.562682,631,3013.921642
687.198769,466,3014.542255
1102.990889,732,3015.5171
473.549501,293,3015.932225
250.690031,168,3016.161405
1176.961994,823,3017.514003
1112.507825,744,3018.538769
1434.073978,1000,3020.215155
1318.873551,914,3021.481856
1545.948791,1000,3023.158092
88.843559,66,3023.247437
1577.625648,1000,3024.622551
855.433031,548,3025.375421
103.660184,69,3025.4717
331.364692,211,3025.992166
1571.000433,1000,3027.382863
1600.442475,1000,3028.954666
1546.887945,1000,3030.304882
1615.804202,1000,3031.863605
1386.319507,843,3033.039392
1613.137269,1000,3034.433954
977.238065,606,3035.46421
188.420023,106,3035.614059
209.08882,117,3035.775276
205.037888,111,3035.921015
308.768838,186,3036.16978
438.748187,264,3036.518848
836.798233,494,3037.192245
802.235744,466,3038.02586
1613.586379,936,3039.266166
548.292562,314,3039.690482
1613.727887,959,3041.225484
233.095209,124,3041.39596
974.998413,549,3042.157131
235.287794,125,3042.329675
402.352129,231,3042.645815
153.092433,87,3042.767513
307.283285,166,3043.000838
378.568242,210,3043.296397
418.723991,254,3043.648115
303.101365,167,3044.062247
546.467622,311,3044.477534
172.852598,113,3044.632655
315.974739,182,3044.873025
1617.375791,949,3046.179637
616.112188,346,3046.660444
696.235104,402,3047.390635
242.73582,141,3047.585646
226.998756,125,3047.760801
390.192133,229,3048.081321
1578.849401,925,3049.339939
1720.406752,989,3050.928577
114.980236,69,3051.024107
1698.74177,1000,3052.406274
149.033881,86,3052.523925
535.662496,316,3053.185028
187.066405,108,3053.334769
376.9462,211,3053.635737
870.459183,507,3054.35559
342.803313,201,3054.631327
710.345871,398,3055.182356
343.988928,195,3055.458335
1113.750526,655,3056.561507
906.037485,532,3057.296598
1691.67217,1000,3058.683886
165.925058,95,3058.814376
107.790713,69,3059.107187
1687.732225,1000,3060.491649
435.590495,243,3060.821513
1656.134109,1000,3062.417975
1675.149249,1000,3063.798927
1697.282169,1000,3065.368216
1662.970271,1000,3066.759402
220.725659,126,3066.931218
1683.739487,1000,3068.503078
319.759302,172,3068.746235
570.352527,331,3069.209808
218.529844,116,3069.365982
321.665408,170,3069.596548
219.964292,124,3069.778527
275.356921,166,3070.014434
367.502427,217,3070.316268
239.625391,127,3070.489936
1111.534947,650,3071.58671
690.320031,400,3072.133868
346.851549,185,3072.391021
214.690212,113,3072.54504
1515.533591,854,3073.713892
184.912887,104,3073.864217
119.672727,74,3073.968822
1053.36305,582,3074.965764
1774.427282,1000,3076.332158
1160.060697,650,3077.411512
611.452232,339,3077.898964
732.746054,407,3078.462781
471.043944,269,3078.846658
390.086389,222,3079.149594
674.006426,384,3079.749986
114.011016,66,3079.842949
1178.547244,640,3080.945781
237.246008,126,3081.123413
839.480212,483,3081.789149
911.206369,514,3082.58025
211.80453,119,3082.742437
373.975049,209,3083.03586
1326.38285,745,3084.282204
405.589335,240,3084.618903
286.582315,163,3084.84095
107.258577,70,3084.938869
1070.025023,611,3085.791411
237.864832,128,3085.97178
534.557378,295,3086.608466
728.850915,414,3087.18676
717.039871,395,3087.731873
742.988368,419,3088.300241
468.120324,262,3088.668348
366.20939,204,3088.943195
325.636545,178,3089.187174
139.558521,80,3089.297117
967.164352,526,3090.256508
992.842185,551,3091.014094
280.561511,156,3091.225551
128.433961,73,3091.325356
398.717034,217,3091.61711
150.990395,83,3091.730715
1448.751385,812,3093.037015
688.068908,384,3093.546124
459.433707,248,3093.885852
813.686717,458,3094.519608
487.960018,282,3094.906783
337.130503,188,3095.162795
199.518139,108,3095.310531
428.275268,239,3095.832877
547.338148,299,3096.231048
1732.647232,1000,3097.557208
1523.140528,879,3098.974459
545.754111,309,3099.395247
633.805681,361,3099.904212
504.879997,279,3100.292833
334.116537,173,3100.530869
745.482884,412,3101.103097
817.25819,466,3101.953892
809.195522,439,3102.550795
143.592278,78,3102.661115
1028.79181,569,3103.432091
600.488678,345,3103.904581
1741.298245,1000,3105.44943
386.70769,225,3105.769087
819.995079,469,3106.419503
559.958898,324,3106.872715
1722.502054,1000,3108.399993
363.513504,216,3108.711832
1708.455146,1000,3110.081654
599.143688,333,3110.749164
1759.625226,1000,3112.130529
424.737529,244,3112.464882
1705.360769,1000,3114.056539
141.624568,86,3114.172863
1096.82513,638,3115.039439
1745.858105,1000,3116.417757
1682.850306,1000,3117.996434
326.231622,177,3118.233246
243.49046,142,3118.441257
1471.832364,848,3119.815481
1219.254115,690,3120.775081
1774.608868,1000,3122.155992
237.382475,133,3122.336751
922.510029,526,3123.249828
1742.531942,1000,3124.616608
138.597188,79,3124.726892
321.01593,176,3124.959983
1208.305805,678,3126.116091
412.601415,227,3126.418686
1728.674815,1000,3127.746185
919.616086,508,3128.416315
196.171822,108,3128.754059
340.126028,189,3129.003706
1757.229494,1000,3130.412002
664.665675,392,3130.953707
335.297913,202,3131.235635
127.860621,78,3131.342055
1740.644838,1000,3132.907699
575.423903,338,3133.346654
705.369991,392,3133.879219
472.035016,263,3134.247107
296.91171,168,3134.67216
217.622959,126,3134.843323
512.916169,292,3135.238175
944.362946,532,3135.965224
1146.754792,643,3136.857298
240.482135,131,3137.034385
412.902486,221,3137.328672
576.792235,327,3137.97705
1519.49265,821,3139.112062
323.343007,178,3139.357458
1156.854135,608,3140.259912
352.635961,196,3140.536814
705.28904,386,3141.276296
690.878592,392,3141.830243
1004.757314,567,3142.669424
910.849051,519,3143.4309
1780.19295,1000,3145.018292
1761.818824,1000,3146.392296
981.611494,549,3147.34037
1730.89956,1000,3148.676281
1680.009375,956,3150.199421
1444.696891,824,3151.302552
670.115747,384,3151.808935
962.42083,537,3152.536783
614.591059,362,3153.231058
704.984026,410,3153.807237
1128.524613,644,3154.701715
1718.173443,1000,3156.249176
1681.164014,1000,3157.574136
1715.035195,1000,3159.159028
133.653838,80,3159.269737
596.499629,347,3159.75106
1652.546918,1000,3161.149412
273.742497,166,3161.37629
439.364066,259,3161.92644
171.360147,109,3162.078924
1466.338517,864,3163.225608
602.892517,357,3163.712829
565.593852,325,3164.171056
704.596935,420,3164.957742
951.924344,527,3165.6861
1770.863193,1000,3167.090358
1738.546862,1000,3168.66533
1512.278469,851,3169.82903
1720.8194,1000,3171.44392
1671.609175,946,3172.735003
177.582698,97,3172.870164
434.342337,244,3173.204496
1680.03878,1000,3174.843673
623.094687,362,3175.341628
1702.012813,1000,3176.704882
1218.091555,694,3177.86559
1673.162196,1000,3179.268912
1721.167539,1000,3180.852707
1705.985164,1000,3182.206097
1693.670789,1000,3183.774008
76.458762,54,3183.851145
624.670147,384,3184.381225
1674.219714,1000,3185.712304
1297.700329,764,3186.978485
681.080593,405,3187.536393
1323.570416,782,3188.605481
281.277792,172,3188.867303
890.919277,545,3189.836275
1638.927142,1000,3191.207124
259.479977,157,3191.418874
1656.260727,1000,3192.980248
1729.997631,1000,3194.379582
819.04083,497,3195.265317
724.999889,445,3195.891904
1353.382829,804,3197.00156
287.510883,187,3197.260669
851.427217,520,3197.993531
111.326374,69,3198.314741
179.627874,112,3198.470903
1201.338818,729,3199.494869
568.6183,338,3199.964642
1678.290365,1000,3201.62809
178.979348,118,3201.788973
121.055345,78,3201.897245
564.019244,333,3202.368812
141.184814,92,3202.494935
1694.734852,1000,3203.947299
280.820635,179,3204.196129
322.664361,189,3204.676394
431.046988,296,3205.088588
1197.34061,711,3206.10152
1661.291173,1000,3207.696117
695.337831,400,3208.237954
360.884568,236,3208.564435
1340.24135,770,3209.638809
567.533987,332,3210.113711
321.949189,197,3210.399297
388.567096,216,3210.907899
820.142871,467,3211.547085
1312.582818,747,3212.58254
702.747376,410,3213.142647
663.841613,381,3213.864382
182.715971,117,3214.032522
315.581062,168,3214.26786
574.221203,329,3214.727275
203.988167,111,3214.884663
306.70477,168,3215.11608
306.210947,168,3215.353448
755.489001,451,3215.967091
299.828891,172,3216.201533
198.274335,114,3216.365871
325.053577,186,3216.830474
228.523838,124,3217.009294
521.612589,313,3217.452133
1304.305566,714,3218.412603
1114.943148,627,3219.273911
1732.317213,1000,3220.848711
452.042835,270,3221.215237
1694.558195,1000,3222.766117
246.862664,151,3222.974242
623.348267,357,3223.466234
392.685495,233,3223.793236
265.901931,161,3224.023595
647.105378,373,3224.547371
1263.771439,726,3225.546986
298.301184,179,3226.003852
663.145859,393,3226.558246
600.165151,350,3227.052834
759.480963,437,3227.652016
1222.923318,685,3228.574094
1730.212308,1000,3230.16334
225.7055,129,3230.339757
1536.309553,865,3231.524528
879.932223,495,3232.418848
1137.830533,642,3233.302097
1553.808896,906,3234.574171
1783.632998,991,3236.135411
357.345345,201,3236.411134
547.959421,311,3236.845744
1739.526403,1000,3238.452332
643.917794,356,3238.944818
742.639903,420,3239.52626
384.064201,218,3239.831048
1768.183933,1000,3241.397666
491.071614,267,3241.762731
1335.593845,765,3242.820609
303.727421,168,3243.049215
307.960444,174,3243.289982
1503.773703,877,3244.704628
235.07571,130,3244.882332
381.03589,202,3245.1615
740.765803,409,3245.721153
509.496159,285,3246.133339
312.007602,176,3246.371832
946.752732,528,3247.274118
327.593221,189,3247.540484
1379.041972,797,3248.636656
1742.839801,1000,3250.220404
1086.043703,606,3251.071427
1673.382891,1000,3252.427349
145.159097,80,3252.540772
372.415675,223,3252.847494
511.685693,292,3253.450028
1685.357905,1000,3254.803222
1717.333615,1000,3256.376467
290.126046,153,3256.588213
523.542188,317,3257.031764
1646.027575,1000,3258.406676
281.903765,155,3258.626275
1621.342627,1000,3260.229035
587.023751,370,3260.823647
1573.885938,1000,3262.432196
941.333382,590,3263.228239
1640.023175,1000,3264.669616
1674.324954,1000,3266.302153
1242.900229,746,3267.313817
1614.954876,1000,3268.884134
389.029346,232,3269.204507
1726.267967,1000,3270.581419
1705.935839,1000,3272.14524
850.881639,505,3272.836858
1696.313888,1000,3274.414099
135.260899,87,3274.536428
1599.671323,1000,3275.891017
1414.364335,838,3277.040894
1671.536757,1000,3278.62969
553.798714,321,3279.078303
1469.59332,895,3280.520402
1659.995934,1000,3281.923846
1673.563642,1000,3283.537376
552.38719,318,3283.993773
290.186353,160,3284.212489
1125.829923,634,3285.084953
352.774938,185,3285.34122
1051.960973,591,3286.184554
146.070675,84,3286.300369
1387.713036,812,3287.617758
1163.467405,715,3288.607814
541.913372,315,3289.050392
1698.754744,1000,3290.639736
1723.255761,1000,3292.035407
1236.962397,706,3293.221774
626.725814,353,3293.707029
844.168181,467,3294.337736
1711.678348,1000,3295.940194
621.19954,350,3296.427107
124.307103,71,3296.52992
1721.577471,1000,3297.895588
959.267738,540,3298.867863
1760.425079,1000,3300.232512
342.346267,205,3300.524218
1724.129023,1000,3302.094715
1695.495628,1000,3303.477492
1084.076925,626,3304.362009
744.968125,432,3305.15438
716.098995,398,3305.708751
621.66701,332,3306.19079
1780.332508,1000,3307.527298
785.416527,441,3308.33139
1704.795963,1000,3309.725843
112.477497,73,3309.821999
1734.531839,1000,3311.412391
361.88763,232,3311.733858
1759.460491,998,3313.10002
1757.54875,1000,3314.70471
1704.793557,1000,3316.102569
251.512753,137,3316.289576
948.208688,525,3317.21797
1746.057356,1000,3318.606583
330.109826,187,3318.855883
249.583424,136,3319.050489
230.296448,124,3319.225846
1690.988722,1000,3320.805931
1004.521743,572,3321.676636
785.436798,454,3322.325321
1727.458784,1000,3323.929683
1754.554756,1000,3325.386267
373.621149,213,3325.705487
1743.201599,1000,3327.331165
1759.430054,1000,3328.684387
1736.35664,1000,3330.241364
816.088015,455,3330.863297
989.399781,577,3331.630481
951.156858,561,3332.581864
1733.2927,1000,3333.944181
259.731044,148,3334.157547
226.262258,121,3334.326798
168.475582,95,3334.457166
628.147664,335,3334.919711
717.929159,404,3335.684861
208.925912,116,3335.849909
306.203492,179,3336.094993
1749.937183,1000,3337.468124
1506.436529,851,3338.873811
1148.241815,654,3339.768798
1178.416212,653,3340.659222
1684.131507,1000,3342.220999
288.611076,158,3342.441696
688.91503,392,3342.981317
1075.341249,635,3343.856961
326.442399,178,3344.102797
536.071452,311,3344.728418
1615.795645,902,3345.947741
341.216491,200,3346.229254
1340.130657,759,3347.460634
1185.617617,692,3348.413278
753.443649,451,3349.032507
1715.334447,1000,3350.557973
306.822307,184,3350.805797
800.693852,463,3351.418678
1658.898196,960,3352.7359
1688.156739,1000,3354.33825
452.269028,271,3354.713836
142.007477,83,3354.830299
1749.291496,1000,3356.410382
1674.917716,1000,3357.837993
1709.392564,1000,3359.240473
1663.062876,960,3360.771218
1705.295438,1000,3362.140548
944.451562,551,3363.093028
1684.363504,1000,3364.471829
1704.222244,1000,3366.029002
1706.709891,1000,3367.400252
808.982951,454,3367.997595
1704.621112,1000,3369.511892
190.761418,107,3369.664439
1225.470611,708,3370.680806
1724.441931,1000,3372.251977
1693.385336,1000,3373.618314
1731.994207,1000,3375.207281
1729.432841,1000,3376.591565
1753.565968,1000,3378.161451
917.751287,516,3378.877629
966.968953,552,3379.642513
627.698456,358,3380.111858
1577.889364,881,3381.554311
1009.577415,560,3382.364283
276.830635,151,3382.572986
1730.172175,1000,3384.174008
217.403794,122,3384.354421
633.339601,342,3384.880457
1754.37535,1000,3386.287548
721.73792,416,3387.097477
775.189779,432,3387.679359
591.256397,322,3388.12481
1788.610831,1000,3389.512183
913.89107,500,3390.397386
402.733201,221,3390.705963
686.402743,384,3391.232305
259.519018,140,3391.42226
1373.293519,754,3392.439728
280.268328,151,3392.832603
1148.098165,632,3393.693907
857.926076,474,3394.35932
155.520721,87,3394.478525
484.990976,272,3394.852659
532.721071,289,3395.247252
1081.413035,591,3396.249278
659.309673,361,3396.746281
374.76025,210,3397.030198
1788.851101,1000,3398.402514
1740.51148,1000,3399.980217
542.047308,299,3400.391509
479.612356,271,3400.765022
1408.477499,776,3402.037823
612.589995,353,3402.521583
1748.679519,1000,3403.906875
1740.552335,1000,3405.476858
1539.207659,856,3406.682097
1737.258099,1000,3408.253875
1725.007721,1000,3409.635182
1359.941434,769,3410.743371
910.992945,515,3411.645185
1734.828155,1000,3412.981684
345.53261,194,3413.251373
1763.758842,1000,3414.833956
1754.056044,1000,3416.204472
1751.27492,1000,3417.830549
210.358723,117,3417.99855
1794.268289,1000,3419.387351
218.288618,121,3419.554329
1739.702878,1000,3421.119359
916.066502,501,3421.797222
153.834148,91,3421.924423
1766.219571,1000,3423.50581
323.989546,181,3423.761919
1723.366644,1000,3425.129136
1002.430956,572,3426.108309
1738.544065,1000,3427.428794
1032.374119,586,3428.234027
1687.749178,1000,3429.838137
614.122956,371,3430.360859
1682.115026,1000,3431.741983
1728.79329,1000,3433.307802
700.697014,408,3433.870805
